mata_kuliah,query,faiss_time_ms,rerank_time_ms,total_time_ms,faiss_avg_score,rerank_avg_score,faiss_top1,rerank_top1
Algoritma dan Pemrograman,Bagaimana cara menggunakan for loop dengan range()...,8.98,29.26,38.24,0.6165,4.2708,0.682,6.3869
Algoritma dan Pemrograman,Apa perbedaan for dan while loop di Python?,8.61,28.17,36.78,0.5593,3.3618,0.5805,5.9027
Algoritma dan Pemrograman,Jelaskan fungsi break dan continue dalam perulanga...,11.85,26.7,38.55,0.6016,6.5311,0.6744,7.8999
Algoritma dan Pemrograman,Bagaimana cara membuat function dengan keyword def...,11.69,29.0,40.69,0.4884,3.3229,0.5225,6.1959
Algoritma dan Pemrograman,Jelaskan perbedaan keyword argument dan positional...,10.11,27.88,37.98,0.5018,2.8905,0.5566,2.8905
Algoritma dan Pemrograman,Apa itu *args dan **kwargs dalam function Python?,11.02,29.67,40.69,0.4989,4.2553,0.5724,5.6499
Algoritma dan Pemrograman,Jelaskan konsep fungsi rekursif di Python,10.62,30.6,41.22,0.5394,5.9932,0.5833,7.5692
Algoritma dan Pemrograman,Bagaimana cara menggunakan try-except untuk error ...,11.58,26.96,38.54,0.5446,4.2546,0.6044,6.4062
Algoritma dan Pemrograman,Jelaskan penggunaan regular expression (regex) di ...,9.06,26.77,35.83,0.5432,4.6105,0.6983,6.7249
Algoritma dan Pemrograman,Apa itu class dan object dalam OOP Python?,9.22,25.96,35.18,0.4666,5.7138,0.5301,6.5266
Algoritma dan Pemrograman,Bagaimana cara membuat constructor __init__ di Pyt...,11.41,29.32,40.73,0.4298,0.6239,0.4796,0.6239
Algoritma dan Pemrograman,Jelaskan konsep inheritance di Python,10.53,29.09,39.62,0.4977,4.6018,0.5303,6.5109
Pemrograman Website,Apa struktur dasar dokumen HTML dan jelaskan fungs...,9.12,28.01,37.13,0.5673,1.9315,0.6495,3.2108
Pemrograman Website,Jelaskan perbedaan antara opening/closing tag dan ...,8.83,27.46,36.3,0.5117,0.0,0.5509,0.0
Pemrograman Website,"Bagaimana cara membuat form dengan input text, rad...",11.67,28.78,40.44,0.5728,2.8451,0.5914,4.5764
Pemrograman Website,Apa fungsi atribut href dan target pada tag anchor...,12.99,27.06,40.06,0.5368,3.5004,0.6044,5.3818
Pemrograman Website,Jelaskan penggunaan tag semantic HTML5 seperti hea...,10.25,25.54,35.8,0.5048,1.6466,0.5296,2.1949
Pemrograman Website,Apa itu utility-first CSS dan keunggulan Tailwind ...,9.7,27.44,37.15,0.6145,4.6668,0.7385,4.8084
Pemrograman Website,Bagaimana cara menggunakan class untuk margin dan ...,8.54,28.54,37.08,0.6532,5.6555,0.7271,6.9102
Pemrograman Website,Jelaskan penggunaan flexbox dengan justify-content...,14.27,30.81,45.08,0.5807,3.7552,0.6059,4.4168
Pemrograman Website,Bagaimana cara membuat responsive design dengan br...,12.03,29.27,41.3,0.5564,1.1657,0.5916,1.5819
Pemrograman Website,Jelaskan penggunaan grid layout dengan grid-cols d...,8.53,27.49,36.02,0.6256,3.0553,0.6921,5.2598
Pemrograman Website,"Apa perbedaan var, let, dan const dalam JavaScript...",8.48,29.2,37.68,0.5198,2.8305,0.5342,5.649
Pemrograman Website,Bagaimana cara mengakses dan memodifikasi elemen a...,10.86,30.17,41.03,0.5318,3.8348,0.5591,4.8385
Pemrograman Website,Jelaskan cara membuat object dan mengakses propert...,11.69,29.23,40.92,0.5191,2.2952,0.5654,3.9738
Pemrograman Website,"Apa perbedaan for, for...in, dan for...of di JavaS...",8.81,29.89,38.7,0.4687,0.0,0.5081,0.0
Pemrograman Website,Bagaimana cara membuat arrow function di JavaScrip...,10.58,27.33,37.9,0.4883,2.2552,0.5561,2.8842
Pemrograman Website,"Apa perbedaan getElementById, querySelector, dan q...",12.47,30.9,43.37,0.4555,0.0,0.5024,0.0
Pemrograman Website,Bagaimana cara mengubah isi elemen dengan textCont...,11.99,29.31,41.29,0.5397,1.1321,0.5674,1.1321
Pemrograman Website,Jelaskan penggunaan addEventListener untuk event h...,11.67,26.34,38.01,0.5567,3.9573,0.64,4.5635
Pemrograman Website,Bagaimana cara membuat koneksi database dengan PDO...,8.94,27.6,36.54,0.6105,1.8488,0.6404,2.4454
Pemrograman Website,Jelaskan konsep MVC pattern di framework Laravel,9.45,44.15,53.61,0.5566,3.7913,0.6406,5.8465
Basis Data,Apa itu DBMS dan jelaskan fungsi utamanya,11.28,29.39,40.67,0.5686,2.6741,0.5859,4.2605
Basis Data,Bagaimana cara membuat database dan tabel dengan C...,9.24,27.01,36.24,0.5855,1.5377,0.5984,3.0326
Basis Data,Jelaskan penggunaan constraint PRIMARY KEY dan FOR...,12.63,24.8,37.43,0.5836,4.6483,0.7151,5.244
Basis Data,"Apa fungsi constraint NOT NULL, DEFAULT, dan UNIQU...",9.63,32.28,41.91,0.3981,2.6916,0.4741,4.4848
Basis Data,Bagaimana cara mengubah struktur tabel dengan ALTE...,13.89,27.15,41.04,0.569,0.0,0.5805,0.0
Basis Data,Bagaimana cara menggunakan perintah SELECT dengan ...,10.72,26.37,37.09,0.5409,0.0,0.569,0.0
Basis Data,Jelaskan penggunaan ORDER BY ASC dan DESC untuk me...,12.05,34.92,46.97,0.554,3.1928,0.5642,4.3604
Basis Data,Apa fungsi LIMIT dan OFFSET dalam query MySQL?,11.14,34.69,45.83,0.3735,2.4859,0.4727,4.1738
Basis Data,Bagaimana cara menggunakan DISTINCT untuk mendapat...,13.86,24.6,38.46,0.5513,3.8394,0.5586,5.8954
Basis Data,Jelaskan penggunaan operator LIKE dengan wildcard ...,9.06,28.5,37.56,0.5217,2.9701,0.6009,4.3835
Basis Data,Bagaimana cara memasukkan data dengan INSERT INTO ...,9.31,27.9,37.21,0.5998,4.3494,0.624,5.5472
Basis Data,Jelaskan cara menggunakan UPDATE untuk mengubah da...,9.73,29.43,39.16,0.5783,6.0747,0.5929,6.7716
Basis Data,Apa perbedaan DELETE dan TRUNCATE untuk menghapus ...,13.08,25.58,38.66,0.5794,2.1561,0.6132,4.833
Basis Data,"Jelaskan penggunaan operator AND, OR, dan NOT dala...",9.87,26.39,36.26,0.5683,6.4903,0.5876,7.84
Basis Data,Apa perbedaan operator BETWEEN dan IN di MySQL?,8.62,30.58,39.2,0.4386,0.0,0.4731,0.0
Basis Data,"Jelaskan perbedaan INNER JOIN, LEFT JOIN, dan RIGH...",10.96,29.85,40.81,0.5705,3.6102,0.672,4.8392
Basis Data,"Bagaimana cara menggunakan fungsi agregat COUNT, S...",12.88,27.84,40.72,0.4839,3.9162,0.5351,4.8049
Basis Data,Jelaskan penggunaan GROUP BY dan HAVING di MySQL,8.59,29.97,38.56,0.5354,0.8282,0.6178,1.1418
Basis Data,Apa itu Subquery dan bagaimana penggunaannya dalam...,9.69,27.92,37.61,0.612,3.4541,0.6491,4.5698
Basis Data,"Jelaskan perbedaan operator IN, ANY, ALL, dan EXIS...",11.43,29.42,40.86,0.5181,3.7428,0.5984,6.7806
OOP Java,Jelaskan perbedaan antara class dan object di Java,15.16,21.67,36.83,0.6156,3.6542,0.6478,5.9306
OOP Java,Bagaimana cara membuat class dan instance object d...,10.91,25.98,36.89,0.5855,5.6575,0.6007,6.5824
OOP Java,Apa itu attribute dan bagaimana cara mendeklarasik...,10.64,25.79,36.43,0.6174,3.2457,0.6601,6.0186
OOP Java,Jelaskan penggunaan keyword this di Java,12.38,25.46,37.84,0.628,0.5432,0.6585,0.7728
OOP Java,Apa itu constructor dan bagaimana cara membuatnya ...,13.62,24.63,38.25,0.6339,3.9024,0.6989,5.8002
OOP Java,Jelaskan konsep multiple constructor di Java,12.78,22.15,34.93,0.521,1.8567,0.5567,4.2493
OOP Java,Apa itu encapsulation dan tujuannya dalam OOP?,8.18,28.18,36.36,0.4831,2.5752,0.5055,3.6368
OOP Java,"Jelaskan perbedaan access modifier public, private...",8.58,27.56,36.14,0.5575,3.8631,0.5947,5.661
OOP Java,Bagaimana cara membuat getter dan setter di Java?,15.82,21.17,36.99,0.5468,4.3356,0.6193,6.6551
OOP Java,Jelaskan konsep data hiding dalam encapsulation,10.55,28.81,39.36,0.4694,5.2285,0.5657,7.2167
OOP Java,Apa itu inheritance dan jelaskan penggunaan keywor...,9.27,27.07,36.34,0.6339,3.8408,0.6808,4.4543
OOP Java,"Jelaskan perbedaan single inheritance, multilevel ...",12.83,27.73,40.56,0.5942,3.5501,0.7018,6.1691
OOP Java,Bagaimana penggunaan keyword super untuk memanggil...,10.79,27.07,37.86,0.5937,4.3808,0.6222,6.0291
OOP Java,Apa itu polymorphism dan jelaskan method overridin...,12.26,24.65,36.91,0.5436,3.9085,0.615,6.1678
OOP Java,Jelaskan perbedaan runtime polymorphism dan compil...,10.08,25.75,35.82,0.486,3.1758,0.6265,4.4663
OOP Java,Apa itu method overloading dan bagaimana cara meng...,10.56,25.66,36.22,0.5646,4.5046,0.5843,5.6572
OOP Java,Jelaskan definisi Thread dan Multithreading di Jav...,10.66,31.39,42.04,0.7028,6.1967,0.7176,8.7571
OOP Java,Bagaimana cara membuat Thread dengan extends Threa...,13.07,29.16,42.23,0.653,5.146,0.7023,7.4912
OOP Java,"Jelaskan penggunaan method start(), run(), dan sle...",8.99,26.54,35.53,0.7157,4.6097,0.7466,5.5692
OOP Java,Apa itu sinkronisasi thread dan penggunaan keyword...,8.46,28.67,37.14,0.5979,3.2176,0.6436,6.0486
Pemrograman Mobile,Apa itu Activity di Android dan apa fungsinya?,12.18,26.7,38.88,0.5919,4.4199,0.6149,7.5591
Pemrograman Mobile,"Jelaskan lifecycle Activity: onCreate, onStart, on...",10.5,28.26,38.76,0.3713,4.8784,0.4519,4.8784
Pemrograman Mobile,Apa prinsip LIFO dalam activity stack di Android?,8.78,30.76,39.54,0.5588,4.519,0.5895,5.9074
Pemrograman Mobile,Jelaskan perbedaan View dan ViewGroup di Android,10.3,43.88,54.18,0.5282,4.297,0.555,5.5494
Pemrograman Mobile,"Apa perbedaan LinearLayout, RelativeLayout, dan Co...",12.44,26.56,39.01,0.4706,0.0,0.537,0.0
Pemrograman Mobile,"Jelaskan penggunaan wrap_content, match_parent, da...",11.55,26.92,38.47,0.42,1.9292,0.5047,1.9292
Pemrograman Mobile,Apa perbedaan padding dan margin di Android layout...,9.06,30.26,39.32,0.532,2.0631,0.5875,4.9756
Pemrograman Mobile,"Jelaskan perbedaan satuan ukuran sp, dp, dan px di...",10.19,31.24,41.43,0.5705,6.1206,0.6071,6.1206
Pemrograman Mobile,Apa itu Intent dan jelaskan perbedaan Explicit Int...,15.35,24.34,39.69,0.4776,4.1693,0.5345,7.7251
Pemrograman Mobile,Bagaimana cara mengirim data antar Activity dengan...,11.81,29.31,41.13,0.5875,2.7599,0.598,4.6074
Pemrograman Mobile,Jelaskan penggunaan Parcelable untuk mengirim obje...,10.56,25.77,36.33,0.4922,3.707,0.5124,4.5076
Pemrograman Mobile,Apa itu RecyclerView dan apa fungsinya?,12.51,28.55,41.06,0.5218,1.2797,0.6181,1.2797
Pemrograman Mobile,"Jelaskan penggunaan ViewHolder, Adapter, dan Layou...",11.02,32.23,43.25,0.5919,3.1858,0.672,5.1522
Pemrograman Mobile,"Bagaimana cara membuat onCreateViewHolder, onBindV...",16.38,31.73,48.11,0.5582,1.9568,0.7071,1.9568
Pemrograman Mobile,Apa itu Fragment dan apa keunggulannya dibanding A...,11.86,28.74,40.6,0.5407,4.6879,0.6003,6.7211
Pemrograman Mobile,Jelaskan fragment lifecycle dan perbedaannya denga...,11.78,31.83,43.61,0.5132,2.7178,0.5974,4.2464
Pemrograman Mobile,Bagaimana cara mengirim data antar Fragment menggu...,16.76,47.54,64.3,0.5487,3.8514,0.5797,5.1082
Pemrograman Mobile,Apa itu Retrofit dan bagaimana cara menggunakannya...,18.74,40.62,59.36,0.64,4.2688,0.7009,5.0576
Pemrograman Mobile,Jelaskan cara membuat GET request dengan Retrofit ...,14.78,36.23,51.01,0.5902,2.2241,0.606,4.3321
Pemrograman Mobile,Apa itu SharedPreferences dan bagaimana cara menyi...,15.33,36.76,52.09,0.6156,5.1948,0.6999,7.7229
Pemrograman Mobile,Bagaimana cara membaca data dari SharedPreferences...,22.14,27.62,49.77,0.6141,4.6846,0.6818,6.9917
